"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"3382",2013,"Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",41000,"no"
"3388",2013,"Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",217800,"ch"
"3394",2013,"Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",113600,"ch"
"3400",2013,"Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",104200,"ch"
"3406",2013,"Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",48800,"me"
"3412",2013,"Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",27800,"me"
"3418",2013,"Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",21000,"me"
"3424",2013,"Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",651400,"rs"
"3430",2013,"Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",348400,"rs"
"3436",2013,"Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",303000,"rs"
"3442",2013,"Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2434800,"tr"
"3448",2013,"Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1533600,"tr"
"3454",2013,"Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",901300,"tr"
"3460",2014,"Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",423000,"be"
"3466",2014,"Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",241400,"be"
"3472",2014,"Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",181700,"be"
"3478",2014,"Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",381300,"bg"
"3484",2014,"Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",219800,"bg"
"3490",2014,"Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",161500,"bg"
"3496",2014,"Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",322400,"cz"
"3502",2014,"Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",150700,"cz"
"3508",2014,"Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",171700,"cz"
"3514",2014,"Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",191200,"dk"
"3520",2014,"Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",97600,"dk"
"3526",2014,"Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",93600,"dk"
"3532",2014,"Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",48800,"ee"
"3538",2014,"Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",26900,"ee"
"3544",2014,"Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",21900,"ee"
"3550",2014,"Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",266500,"ie"
"3556",2014,"Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",155900,"ie"
"3562",2014,"Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",110600,"ie"
"3568",2014,"Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1267600,"gr"
"3574",2014,"Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",629400,"gr"
"3580",2014,"Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",638200,"gr"
"3586",2014,"Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",5603100,"es"
"3592",2014,"Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",2912800,"es"
"3598",2014,"Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",2690300,"es"
"3604",2014,"France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3012500,"fr"
"3610",2014,"France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1601800,"fr"
"3616",2014,"France","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1410700,"fr"
"3622",2014,"Croatia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",326100,"hr"
"3628",2014,"Croatia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",166900,"hr"
"3634",2014,"Croatia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",159200,"hr"
"3640",2014,"Italy","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3229800,"it"
"3646",2014,"Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1737400,"it"
"3652",2014,"Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1492400,"it"
"3658",2014,"Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",69400,"cy"
"3664",2014,"Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",38000,"cy"
"3670",2014,"Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",31400,"cy"
"3676",2014,"Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",107200,"lv"
"3682",2014,"Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",58700,"lv"
"3688",2014,"Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",48500,"lv"
"3694",2014,"Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",157500,"lt"
"3700",2014,"Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",89600,"lt"
"3706",2014,"Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",67900,"lt"
"3712",2014,"Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",15200,"lu"
"3718",2014,"Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",8500,"lu"
"3724",2014,"Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",6700,"lu"
"3730",2014,"Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",342700,"hu"
"3736",2014,"Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",181400,"hu"
"3742",2014,"Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",161300,"hu"
"3748",2014,"Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",11500,"mt"
"3754",2014,"Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",7600,"mt"
"3760",2014,"Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4000,"mt"
"3766",2014,"Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",648600,"nl"
"3772",2014,"Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",332900,"nl"
"3778",2014,"Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",315600,"nl"
"3784",2014,"Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",244200,"at"
"3790",2014,"Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",134200,"at"
"3796",2014,"Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",110100,"at"
"3802",2014,"Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1561800,"pl"
"3808",2014,"Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",811700,"pl"
"3814",2014,"Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",750100,"pl"
"3820",2014,"Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",721600,"pt"
"3826",2014,"Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",358800,"pt"
"3832",2014,"Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",362800,"pt"
"3838",2014,"Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",628300,"ro"
"3844",2014,"Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",383700,"ro"
"3850",2014,"Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",244600,"ro"
"3856",2014,"Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",98100,"si"
"3862",2014,"Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",48900,"si"
"3868",2014,"Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",49200,"si"
"3874",2014,"Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",357900,"sk"
"3880",2014,"Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",192900,"sk"
"3886",2014,"Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",165000,"sk"
"3892",2014,"Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",231200,"fi"
"3898",2014,"Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",128600,"fi"
"3904",2014,"Finland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",102600,"fi"
"3910",2014,"Sweden","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",407300,"se"
"3916",2014,"Sweden","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",220700,"se"
"3922",2014,"Sweden","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",186600,"se"
"3928",2014,"Iceland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",9000,"is"
"3934",2014,"Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",4800,"is"
"3940",2014,"Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4200,"is"
"3946",2014,"Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",94200,"no"
"3952",2014,"Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",52800,"no"
"3958",2014,"Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",41400,"no"
"3964",2014,"Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",225500,"ch"
"3970",2014,"Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",117200,"ch"
"3976",2014,"Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",108300,"ch"
"3982",2014,"Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",47300,"me"
"3988",2014,"Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",25700,"me"
"3994",2014,"Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",21600,"me"
"4000",2014,"Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",605700,"rs"
"4006",2014,"Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",325100,"rs"
"4012",2014,"Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",280500,"rs"
"4018",2014,"Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2828800,"tr"
"4024",2014,"Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1798300,"tr"
"4030",2014,"Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1030500,"tr"
"4036",2015,"Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",421400,"be"
"4042",2015,"Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",243000,"be"
"4048",2015,"Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",178400,"be"
"4054",2015,"Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",302500,"bg"
"4060",2015,"Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",172600,"bg"
"4066",2015,"Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",129900,"bg"
"4072",2015,"Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",266800,"cz"
"4078",2015,"Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",124700,"cz"
"4084",2015,"Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",142100,"cz"
"4090",2015,"Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",180400,"dk"
"4096",2015,"Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",91500,"dk"
"4102",2015,"Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",88900,"dk"
"4108",2015,"Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",41200,"ee"
"4114",2015,"Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",21500,"ee"
"4120",2015,"Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",19700,"ee"
"4126",2015,"Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",225000,"ie"
"4132",2015,"Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",133600,"ie"
"4138",2015,"Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",91400,"ie"
"4144",2015,"Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1190000,"gr"
"4150",2015,"Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",573400,"gr"
"4156",2015,"Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",616500,"gr"
"4162",2015,"Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",5049600,"es"
"4168",2015,"Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",2555700,"es"
"4174",2015,"Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",2494000,"es"
"4180",2015,"France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3045300,"fr"
"4186",2015,"France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1648600,"fr"
"4192",2015,"France","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1396700,"fr"
"4198",2015,"Croatia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",305700,"hr"
"4204",2015,"Croatia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",157100,"hr"
"4210",2015,"Croatia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",148500,"hr"
"4216",2015,"Italy","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3024300,"it"
"4222",2015,"Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1663900,"it"
"4228",2015,"Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1360400,"it"
"4234",2015,"Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",62700,"cy"
"4240",2015,"Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",32500,"cy"
"4246",2015,"Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",30200,"cy"
"4252",2015,"Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",97300,"lv"
"4258",2015,"Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",55200,"lv"
"4264",2015,"Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",42000,"lv"
"4270",2015,"Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",133600,"lt"
"4276",2015,"Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",73200,"lt"
"4282",2015,"Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",60500,"lt"
"4288",2015,"Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",18300,"lu"
"4294",2015,"Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",9200,"lu"
"4300",2015,"Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",9200,"lu"
"4306",2015,"Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",307000,"hu"
"4312",2015,"Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",161300,"hu"
"4318",2015,"Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",145700,"hu"
"4324",2015,"Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",11200,"mt"
"4330",2015,"Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",6800,"mt"
"4336",2015,"Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4400,"mt"
"4342",2015,"Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",603500,"nl"
"4348",2015,"Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",304700,"nl"
"4354",2015,"Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",298800,"nl"
"4360",2015,"Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",251500,"at"
"4366",2015,"Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",142100,"at"
"4372",2015,"Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",109400,"at"
"4378",2015,"Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1300200,"pl"
"4384",2015,"Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",698900,"pl"
"4390",2015,"Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",601300,"pl"
"4396",2015,"Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",640300,"pt"
"4402",2015,"Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",319500,"pt"
"4408",2015,"Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",320900,"pt"
"4414",2015,"Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",623400,"ro"
"4420",2015,"Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",394700,"ro"
"4426",2015,"Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",228700,"ro"
"4432",2015,"Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",90300,"si"
"4438",2015,"Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",43800,"si"
"4444",2015,"Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",46500,"si"
"4450",2015,"Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",313900,"sk"
"4456",2015,"Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",155000,"sk"
"4462",2015,"Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",158800,"sk"
"4468",2015,"Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",251400,"fi"
"4474",2015,"Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",136400,"fi"
"4480",2015,"Finland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",115000,"fi"
"4486",2015,"Sweden","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",383900,"se"
"4492",2015,"Sweden","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",204400,"se"
"4498",2015,"Sweden","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",179500,"se"
"4504",2015,"Iceland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",7500,"is"
"4510",2015,"Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",3900,"is"
"4516",2015,"Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",3700,"is"
"4522",2015,"Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",117700,"no"
"4528",2015,"Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",66000,"no"
"4534",2015,"Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",51700,"no"
"4540",2015,"Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",226200,"ch"
"4546",2015,"Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",118500,"ch"
"4552",2015,"Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",107700,"ch"
"4558",2015,"Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",47000,"me"
"4564",2015,"Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",25900,"me"
"4570",2015,"Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",21100,"me"
"4576",2015,"Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",549900,"rs"
"4582",2015,"Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",295100,"rs"
"4588",2015,"Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",254800,"rs"
"4594",2015,"Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3017800,"tr"
"4600",2015,"Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1861100,"tr"
"4606",2015,"Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1156700,"tr"
"4612",2016,"Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",388800,"be"
"4618",2016,"Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",215700,"be"
"4624",2016,"Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",173100,"be"
"4630",2016,"Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",245300,"bg"
"4636",2016,"Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",140500,"bg"
"4642",2016,"Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",104700,"bg"
"4648",2016,"Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",210500,"cz"
"4654",2016,"Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",100200,"cz"
"4660",2016,"Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",110300,"cz"
"4666",2016,"Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",186100,"dk"
"4672",2016,"Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",91300,"dk"
"4678",2016,"Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",94800,"dk"
"4684",2016,"Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",45900,"ee"
"4690",2016,"Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",26000,"ee"
"4696",2016,"Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",19900,"ee"
"4702",2016,"Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",193600,"ie"
"4708",2016,"Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",113500,"ie"
"4714",2016,"Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",80200,"ie"
"4720",2016,"Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1121700,"gr"
"4726",2016,"Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",521300,"gr"
"4732",2016,"Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",600400,"gr"
"4738",2016,"Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",4473800,"es"
"4744",2016,"Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",2209900,"es"
"4750",2016,"Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",2263900,"es"
"4756",2016,"France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2963700,"fr"
"4762",2016,"France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1567100,"fr"
"4768",2016,"France","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1396500,"fr"
"4774",2016,"Croatia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",239700,"hr"
"4780",2016,"Croatia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",122900,"hr"
"4786",2016,"Croatia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",116700,"hr"
"4792",2016,"Italy","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3002000,"it"
"4798",2016,"Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1611400,"it"
"4804",2016,"Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1390600,"it"
"4810",2016,"Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",53800,"cy"
"4816",2016,"Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",27000,"cy"
"4822",2016,"Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",26800,"cy"
"4828",2016,"Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",94800,"lv"
"4834",2016,"Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",53500,"lv"
"4840",2016,"Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",41300,"lv"
"4846",2016,"Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",115500,"lt"
"4852",2016,"Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",66000,"lt"
"4858",2016,"Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",49600,"lt"
"4864",2016,"Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",17500,"lu"
"4870",2016,"Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",9100,"lu"
"4876",2016,"Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",8400,"lu"
"4882",2016,"Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",233900,"hu"
"4888",2016,"Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",127300,"hu"
"4894",2016,"Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",106500,"hu"
"4900",2016,"Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",10100,"mt"
"4906",2016,"Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",5700,"mt"
"4912",2016,"Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4500,"mt"
"4918",2016,"Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",530300,"nl"
"4924",2016,"Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",262000,"nl"
"4930",2016,"Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",268300,"nl"
"4936",2016,"Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",269600,"at"
"4942",2016,"Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",153400,"at"
"4948",2016,"Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",116300,"at"
"4954",2016,"Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1059100,"pl"
"4960",2016,"Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",578200,"pl"
"4966",2016,"Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",480900,"pl"
"4972",2016,"Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",568300,"pt"
"4978",2016,"Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",288300,"pt"
"4984",2016,"Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",280000,"pt"
"4990",2016,"Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",529600,"ro"
"4996",2016,"Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",338700,"ro"
"5002",2016,"Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",190900,"ro"
"5008",2016,"Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",79600,"si"
"5014",2016,"Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",39800,"si"
"5020",2016,"Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",39800,"si"
"5026",2016,"Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",266300,"sk"
"5032",2016,"Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",132300,"sk"
"5038",2016,"Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",134000,"sk"
"5044",2016,"Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",235600,"fi"
"5050",2016,"Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",125200,"fi"
