"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"3431",2013,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",678100,"rs"
"3437",2013,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1081500,"rs"
"3443",2013,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22896000,"tr"
"3449",2013,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",6115100,"tr"
"3455",2013,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16780900,"tr"
"3461",2014,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2345200,"be"
"3467",2014,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1005600,"be"
"3473",2014,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1339600,"be"
"3479",2014,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1486900,"bg"
"3485",2014,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",653800,"bg"
"3491",2014,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",833000,"bg"
"3497",2014,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1875300,"cz"
"3503",2014,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",673700,"cz"
"3509",2014,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1201600,"cz"
"3515",2014,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",795000,"dk"
"3521",2014,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",345300,"dk"
"3527",2014,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",449800,"dk"
"3533",2014,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",213400,"ee"
"3539",2014,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",87600,"ee"
"3545",2014,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",125800,"ee"
"3551",2014,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",861800,"ie"
"3557",2014,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",324400,"ie"
"3563",2014,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",537400,"ie"
"3569",2014,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2293300,"gr"
"3575",2014,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",833800,"gr"
"3581",2014,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1459500,"gr"
"3587",2014,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7936500,"es"
"3593",2014,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3159600,"es"
"3599",2014,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4776900,"es"
"3605",2014,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11888800,"fr"
"3611",2014,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5011500,"fr"
"3617",2014,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6877300,"fr"
"3623",2014,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",958100,"hr"
"3629",2014,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",411300,"hr"
"3635",2014,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",546800,"hr"
"3641",2014,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",14121800,"it"
"3647",2014,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5141900,"it"
"3653",2014,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",8979900,"it"
"3659",2014,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",147000,"cy"
"3665",2014,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",54400,"cy"
"3671",2014,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",92600,"cy"
"3677",2014,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",329500,"lv"
"3683",2014,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",138900,"lv"
"3689",2014,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",190700,"lv"
"3695",2014,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",515500,"lt"
"3701",2014,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",228000,"lt"
"3707",2014,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",287500,"lt"
"3713",2014,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",106400,"lu"
"3719",2014,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",42100,"lu"
"3725",2014,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",64300,"lu"
"3731",2014,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2175100,"hu"
"3737",2014,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",862600,"hu"
"3743",2014,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1312600,"hu"
"3749",2014,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",94000,"mt"
"3755",2014,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",28700,"mt"
"3761",2014,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",65300,"mt"
"3767",2014,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2303300,"nl"
"3773",2014,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",872800,"nl"
"3779",2014,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1430500,"nl"
"3785",2014,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1397300,"at"
"3791",2014,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",565200,"at"
"3797",2014,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",832200,"at"
"3803",2014,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8125000,"pl"
"3809",2014,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3201900,"pl"
"3815",2014,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4923200,"pl"
"3821",2014,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1818200,"pt"
"3827",2014,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",766600,"pt"
"3833",2014,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1051700,"pt"
"3839",2014,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4644000,"ro"
"3845",2014,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1751200,"ro"
"3851",2014,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",2892800,"ro"
"3857",2014,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",406600,"si"
"3863",2014,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",184600,"si"
"3869",2014,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",222000,"si"
"3875",2014,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1145700,"sk"
"3881",2014,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",432800,"sk"
"3887",2014,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",712900,"sk"
"3893",2014,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",854600,"fi"
"3899",2014,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",405100,"fi"
"3905",2014,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",449600,"fi"
"3911",2014,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1136500,"se"
"3917",2014,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",511900,"se"
"3923",2014,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",624700,"se"
"3929",2014,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",25700,"is"
"3935",2014,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",10200,"is"
"3941",2014,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",15500,"is"
"3947",2014,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",741300,"no"
"3953",2014,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",343800,"no"
"3959",2014,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",397500,"no"
"3965",2014,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",936100,"ch"
"3971",2014,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",341900,"ch"
"3977",2014,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",594200,"ch"
"3983",2014,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",162700,"me"
"3989",2014,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",68300,"me"
"3995",2014,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",94300,"me"
"4001",2014,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1757300,"rs"
"4007",2014,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",682000,"rs"
"4013",2014,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1075300,"rs"
"4019",2014,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22891000,"tr"
"4025",2014,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5987100,"tr"
"4031",2014,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16903900,"tr"
"4037",2015,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2360100,"be"
"4043",2015,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1018000,"be"
"4049",2015,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1342100,"be"
"4055",2015,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1450600,"bg"
"4061",2015,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",639500,"bg"
"4067",2015,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",811100,"bg"
"4073",2015,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1825100,"cz"
"4079",2015,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",663900,"cz"
"4085",2015,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1161100,"cz"
"4091",2015,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",785000,"dk"
"4097",2015,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",338600,"dk"
"4103",2015,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",446400,"dk"
"4109",2015,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",199000,"ee"
"4115",2015,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",82300,"ee"
"4121",2015,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",116700,"ee"
"4127",2015,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",860900,"ie"
"4133",2015,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",320400,"ie"
"4139",2015,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",540500,"ie"
"4145",2015,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2249300,"gr"
"4151",2015,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",833200,"gr"
"4157",2015,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1416000,"gr"
"4163",2015,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7874500,"es"
"4169",2015,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3147000,"es"
"4175",2015,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4727500,"es"
"4181",2015,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11763300,"fr"
"4187",2015,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4956100,"fr"
"4193",2015,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6807300,"fr"
"4199",2015,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",920900,"hr"
"4205",2015,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",395600,"hr"
"4211",2015,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",525200,"hr"
"4217",2015,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",14037900,"it"
"4223",2015,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5032300,"it"
"4229",2015,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",9005600,"it"
"4235",2015,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",145900,"cy"
"4241",2015,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",56500,"cy"
"4247",2015,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",89400,"cy"
"4253",2015,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",309300,"lv"
"4259",2015,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",130400,"lv"
"4265",2015,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",179000,"lv"
"4271",2015,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",500500,"lt"
"4277",2015,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",226400,"lt"
"4283",2015,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",274100,"lt"
"4289",2015,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",112400,"lu"
"4295",2015,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",47100,"lu"
"4301",2015,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",65300,"lu"
"4307",2015,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2047700,"hu"
"4313",2015,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",797300,"hu"
"4319",2015,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1250300,"hu"
"4325",2015,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",93100,"mt"
"4331",2015,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",28400,"mt"
"4337",2015,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",64700,"mt"
"4343",2015,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2231400,"nl"
"4349",2015,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",848000,"nl"
"4355",2015,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1383400,"nl"
"4361",2015,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1401400,"at"
"4367",2015,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",567300,"at"
"4373",2015,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",834100,"at"
"4379",2015,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8016100,"pl"
"4385",2015,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3160600,"pl"
"4391",2015,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4855400,"pl"
"4397",2015,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1793600,"pt"
"4403",2015,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",760800,"pt"
"4409",2015,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1032800,"pt"
"4415",2015,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4545300,"ro"
"4421",2015,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1668900,"ro"
"4427",2015,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",2876400,"ro"
"4433",2015,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",390500,"si"
"4439",2015,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",175100,"si"
"4445",2015,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",215400,"si"
"4451",2015,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1115100,"sk"
"4457",2015,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",433300,"sk"
"4463",2015,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",681800,"sk"
"4469",2015,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",835800,"fi"
"4475",2015,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",397300,"fi"
"4481",2015,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",438400,"fi"
"4487",2015,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1126400,"se"
"4493",2015,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",518000,"se"
"4499",2015,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",608500,"se"
"4505",2015,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",23800,"is"
"4511",2015,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",9500,"is"
"4517",2015,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",14400,"is"
"4523",2015,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",740300,"no"
"4529",2015,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",343300,"no"
"4535",2015,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",397000,"no"
"4541",2015,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",922400,"ch"
"4547",2015,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",338800,"ch"
"4553",2015,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",583600,"ch"
"4559",2015,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",157800,"me"
"4565",2015,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",66900,"me"
"4571",2015,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",90800,"me"
"4577",2015,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1719900,"rs"
"4583",2015,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",667700,"rs"
"4589",2015,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1052200,"rs"
"4595",2015,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22692900,"tr"
"4601",2015,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5938400,"tr"
"4607",2015,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16754600,"tr"
"4613",2016,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2360100,"be"
"4619",2016,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1012400,"be"
"4625",2016,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1347600,"be"
"4631",2016,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1459200,"bg"
"4637",2016,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",641500,"bg"
"4643",2016,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",817700,"bg"
"4649",2016,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1742100,"cz"
"4655",2016,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",631200,"cz"
"4661",2016,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1110900,"cz"
"4667",2016,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",735600,"dk"
"4673",2016,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",321900,"dk"
"4679",2016,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",413700,"dk"
"4685",2016,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",191200,"ee"
"4691",2016,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",76100,"ee"
"4697",2016,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",115100,"ee"
"4703",2016,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",849900,"ie"
"4709",2016,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",320700,"ie"
"4715",2016,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",529200,"ie"
"4721",2016,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2204700,"gr"
"4727",2016,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",818300,"gr"
"4733",2016,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1386400,"gr"
"4739",2016,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7879000,"es"
"4745",2016,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3183600,"es"
"4751",2016,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4695400,"es"
"4757",2016,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11682800,"fr"
"4763",2016,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4942700,"fr"
"4769",2016,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6740100,"fr"
"4775",2016,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",947000,"hr"
"4781",2016,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",409000,"hr"
"4787",2016,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",538000,"hr"
"4793",2016,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",13627800,"it"
"4799",2016,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4877600,"it"
"4805",2016,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",8750100,"it"
"4811",2016,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",147800,"cy"
"4817",2016,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",56600,"cy"
"4823",2016,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",91200,"cy"
"4829",2016,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",297300,"lv"
"4835",2016,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",129000,"lv"
"4841",2016,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",168300,"lv"
"4847",2016,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",465900,"lt"
"4853",2016,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",210300,"lt"
"4859",2016,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",255700,"lt"
"4865",2016,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",118900,"lu"
"4871",2016,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",50200,"lu"
"4877",2016,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",68600,"lu"
"4883",2016,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1934700,"hu"
"4889",2016,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",738400,"hu"
"4895",2016,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1196300,"hu"
"4901",2016,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",89500,"mt"
"4907",2016,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",27300,"mt"
"4913",2016,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",62200,"mt"
"4919",2016,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2233800,"nl"
"4925",2016,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",861600,"nl"
"4931",2016,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1372200,"nl"
"4937",2016,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1378000,"at"
"4943",2016,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",559600,"at"
"4949",2016,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",818400,"at"
"4955",2016,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7688300,"pl"
"4961",2016,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",2992900,"pl"
"4967",2016,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4695500,"pl"
"4973",2016,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1760000,"pt"
"4979",2016,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",739600,"pt"
"4985",2016,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1020400,"pt"
"4991",2016,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4566900,"ro"
"4997",2016,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1688500,"ro"
"5003",2016,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",2878400,"ro"
"5009",2016,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",388900,"si"
"5015",2016,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",179000,"si"
"5021",2016,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",209900,"si"
"5027",2016,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1072300,"sk"
"5033",2016,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",416400,"sk"
"5039",2016,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",655900,"sk"
"5045",2016,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",829700,"fi"
"5051",2016,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",387100,"fi"
"5057",2016,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",442600,"fi"
"5063",2016,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1114000,"se"
"5069",2016,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",510800,"se"
"5075",2016,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",603200,"se"
"5081",2016,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22100,"is"
"5087",2016,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",8200,"is"
"5093",2016,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",14000,"is"
"5099",2016,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",752000,"no"
"5105",2016,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",348600,"no"
"5111",2016,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",403400,"no"
"5117",2016,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",896000,"ch"
"5123",2016,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",332200,"ch"
"5129",2016,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",563900,"ch"
