"TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value"
"2013","Serbia","Males","Total","From 15 to 64 years","Population","Thousand","2,284.1"
"2013","Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand","1,606.0"
"2013","Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,257.6"
"2013","Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","348.4"
"2013","Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","678.1"
"2013","Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2013","Serbia","Females","Total","From 15 to 64 years","Population","Thousand","2,314.5"
"2013","Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand","1,232.9"
"2013","Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand","929.9"
"2013","Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","303.0"
"2013","Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,081.5"
"2013","Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2013","Turkey","Total","Total","From 15 to 64 years","Population","Thousand","50,186.3"
"2013","Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand","27,290.3"
"2013","Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand","24,855.5"
"2013","Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","2,434.8"
"2013","Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand","22,896.0"
"2013","Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2013","Turkey","Males","Total","From 15 to 64 years","Population","Thousand","25,051.8"
"2013","Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand","18,936.7"
"2013","Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand","17,403.1"
"2013","Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","1,533.6"
"2013","Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand","6,115.1"
"2013","Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2013","Turkey","Females","Total","From 15 to 64 years","Population","Thousand","25,134.5"
"2013","Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand","8,353.6"
"2013","Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand","7,452.4"
"2013","Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","901.3"
"2013","Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand","16,780.9"
"2013","Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (current composition)","Total","Total","From 15 to 64 years","Population","Thousand","329,515.9"
"2014","European Union (current composition)","Total","Total","From 15 to 64 years","Active persons","Thousand","238,216.6"
"2014","European Union (current composition)","Total","Total","From 15 to 64 years","Employed persons","Thousand","213,485.9"
"2014","European Union (current composition)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","24,730.7"
"2014","European Union (current composition)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","91,299.4"
"2014","European Union (current composition)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (current composition)","Males","Total","From 15 to 64 years","Population","Thousand","164,254.6"
"2014","European Union (current composition)","Males","Total","From 15 to 64 years","Active persons","Thousand","128,285.4"
"2014","European Union (current composition)","Males","Total","From 15 to 64 years","Employed persons","Thousand","115,072.1"
"2014","European Union (current composition)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","13,213.4"
"2014","European Union (current composition)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","35,969.1"
"2014","European Union (current composition)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (current composition)","Females","Total","From 15 to 64 years","Population","Thousand","165,261.4"
"2014","European Union (current composition)","Females","Total","From 15 to 64 years","Active persons","Thousand","109,931.1"
"2014","European Union (current composition)","Females","Total","From 15 to 64 years","Employed persons","Thousand","98,413.8"
"2014","European Union (current composition)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","11,517.3"
"2014","European Union (current composition)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","55,330.2"
"2014","European Union (current composition)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Population","Thousand","326,689.9"
"2014","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Active persons","Thousand","236,348.7"
"2014","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Employed persons","Thousand","211,944.1"
"2014","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","24,404.6"
"2014","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","90,341.3"
"2014","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Population","Thousand","162,840.5"
"2014","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Active persons","Thousand","127,282.6"
"2014","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Employed persons","Thousand","114,236.1"
"2014","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","13,046.5"
"2014","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","35,557.9"
"2014","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Population","Thousand","163,849.5"
"2014","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Active persons","Thousand","109,066.1"
"2014","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Employed persons","Thousand","97,708.0"
"2014","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","11,358.1"
"2014","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","54,783.4"
"2014","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (15 countries)","Total","Total","From 15 to 64 years","Population","Thousand","259,189.1"
"2014","European Union (15 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","190,005.8"
"2014","European Union (15 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","169,688.2"
"2014","European Union (15 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","20,317.6"
"2014","European Union (15 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","69,183.3"
"2014","European Union (15 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (15 countries)","Males","Total","From 15 to 64 years","Population","Thousand","129,085.3"
"2014","European Union (15 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","101,825.6"
"2014","European Union (15 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","90,988.9"
"2014","European Union (15 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","10,836.7"
"2014","European Union (15 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","27,259.8"
"2014","European Union (15 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","European Union (15 countries)","Females","Total","From 15 to 64 years","Population","Thousand","130,103.8"
"2014","European Union (15 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","88,180.3"
"2014","European Union (15 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","78,699.3"
"2014","European Union (15 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","9,481.0"
"2014","European Union (15 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","41,923.5"
"2014","European Union (15 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (19 countries)","Total","Total","From 15 to 64 years","Population","Thousand","218,535.9"
"2014","Euro area (19 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","158,017.4"
"2014","Euro area (19 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","139,421.7"
"2014","Euro area (19 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","18,595.7"
"2014","Euro area (19 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","60,518.5"
"2014","Euro area (19 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (19 countries)","Males","Total","From 15 to 64 years","Population","Thousand","108,814.7"
"2014","Euro area (19 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","84,894.5"
"2014","Euro area (19 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","75,006.9"
"2014","Euro area (19 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","9,887.6"
"2014","Euro area (19 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","23,920.2"
"2014","Euro area (19 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (19 countries)","Females","Total","From 15 to 64 years","Population","Thousand","109,721.1"
"2014","Euro area (19 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","73,122.9"
"2014","Euro area (19 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","64,414.8"
"2014","Euro area (19 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","8,708.1"
"2014","Euro area (19 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","36,598.2"
"2014","Euro area (19 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (18 countries)","Total","Total","From 15 to 64 years","Population","Thousand","216,574.9"
"2014","Euro area (18 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","156,571.9"
"2014","Euro area (18 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","138,133.7"
"2014","Euro area (18 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","18,438.2"
"2014","Euro area (18 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","60,003.0"
"2014","Euro area (18 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (18 countries)","Males","Total","From 15 to 64 years","Population","Thousand","107,865.5"
"2014","Euro area (18 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","84,173.3"
"2014","Euro area (18 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","74,375.3"
"2014","Euro area (18 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","9,798.0"
"2014","Euro area (18 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","23,692.2"
"2014","Euro area (18 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (18 countries)","Females","Total","From 15 to 64 years","Population","Thousand","108,709.4"
"2014","Euro area (18 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","72,398.6"
"2014","Euro area (18 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","63,758.4"
"2014","Euro area (18 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","8,640.2"
"2014","Euro area (18 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","36,310.7"
"2014","Euro area (18 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (17 countries)","Total","Total","From 15 to 64 years","Population","Thousand","215,279.6"
"2014","Euro area (17 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","155,606.1"
"2014","Euro area (17 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","137,275.1"
"2014","Euro area (17 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","18,331.0"
"2014","Euro area (17 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","59,673.4"
"2014","Euro area (17 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (17 countries)","Males","Total","From 15 to 64 years","Population","Thousand","107,240.9"
"2014","Euro area (17 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","83,687.6"
"2014","Euro area (17 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","73,948.2"
"2014","Euro area (17 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","9,739.3"
"2014","Euro area (17 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","23,553.4"
"2014","Euro area (17 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Euro area (17 countries)","Females","Total","From 15 to 64 years","Population","Thousand","108,038.6"
"2014","Euro area (17 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","71,918.6"
"2014","Euro area (17 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","63,326.9"
"2014","Euro area (17 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","8,591.7"
"2014","Euro area (17 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","36,120.1"
"2014","Euro area (17 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Belgium","Total","Total","From 15 to 64 years","Population","Thousand","7,265.5"
"2014","Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand","4,920.4"
"2014","Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,497.3"
"2014","Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","423.0"
"2014","Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,345.2"
"2014","Belgium","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Belgium","Males","Total","From 15 to 64 years","Population","Thousand","3,649.4"
"2014","Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand","2,643.9"
"2014","Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,402.5"
"2014","Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","241.4"
"2014","Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand","1,005.6"
"2014","Belgium","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Belgium","Females","Total","From 15 to 64 years","Population","Thousand","3,616.1"
"2014","Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand","2,276.5"
"2014","Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,094.9"
"2014","Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","181.7"
"2014","Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,339.6"
"2014","Belgium","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand","4,795.6"
"2014","Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand","3,308.7"
"2014","Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,927.4"
"2014","Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","381.3"
"2014","Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,486.9"
"2014","Bulgaria","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand","2,416.9"
"2014","Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand","1,763.1"
"2014","Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,543.3"
"2014","Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","219.8"
"2014","Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand","653.8"
"2014","Bulgaria","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand","2,378.6"
"2014","Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand","1,545.6"
"2014","Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,384.1"
"2014","Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","161.5"
"2014","Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand","833.0"
"2014","Bulgaria","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Czechia","Total","Total","From 15 to 64 years","Population","Thousand","7,081.2"
"2014","Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand","5,205.9"
"2014","Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,883.5"
"2014","Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","322.4"
"2014","Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,875.3"
"2014","Czechia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Czechia","Males","Total","From 15 to 64 years","Population","Thousand","3,588.0"
"2014","Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand","2,914.3"
"2014","Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,763.5"
"2014","Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","150.7"
"2014","Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","673.7"
"2014","Czechia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Czechia","Females","Total","From 15 to 64 years","Population","Thousand","3,493.3"
"2014","Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand","2,291.6"
"2014","Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,119.9"
"2014","Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","171.7"
"2014","Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,201.6"
"2014","Czechia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Denmark","Total","Total","From 15 to 64 years","Population","Thousand","3,626.3"
"2014","Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand","2,831.3"
"2014","Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,640.1"
"2014","Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","191.2"
"2014","Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand","795.0"
"2014","Denmark","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Denmark","Males","Total","From 15 to 64 years","Population","Thousand","1,827.1"
"2014","Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand","1,481.8"
"2014","Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,384.2"
"2014","Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","97.6"
"2014","Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand","345.3"
"2014","Denmark","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Denmark","Females","Total","From 15 to 64 years","Population","Thousand","1,799.2"
"2014","Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand","1,349.5"
"2014","Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,255.8"
"2014","Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","93.6"
"2014","Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand","449.8"
"2014","Denmark","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Population","Thousand","52,729.3"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Active persons","Thousand","40,989.7"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Employed persons","Thousand","38,907.7"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","2,082.0"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","11,739.6"
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Population","Thousand","26,518.1"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Active persons","Thousand","21,881.2"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Employed persons","Thousand","20,697.8"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","1,183.4"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","4,636.9"
"2014","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","From 15 to 64 years","Population","Thousand","26,211.2"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","From 15 to 64 years","Active persons","Thousand","19,108.5"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","From 15 to 64 years","Employed persons","Thousand","18,210.0"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","898.6"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","7,102.7"
"2014","Germany (until 1990 former territory of the FRG)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Estonia","Total","Total","From 15 to 64 years","Population","Thousand","861.7"
"2014","Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand","648.4"
"2014","Estonia","Total","Total","From 15 to 64 years","Employed persons","Thousand","599.5"
"2014","Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","48.8"
"2014","Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","213.4"
"2014","Estonia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Estonia","Males","Total","From 15 to 64 years","Population","Thousand","423.2"
"2014","Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand","335.6"
"2014","Estonia","Males","Total","From 15 to 64 years","Employed persons","Thousand","308.8"
"2014","Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","26.9"
"2014","Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","87.6"
"2014","Estonia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Estonia","Females","Total","From 15 to 64 years","Population","Thousand","438.5"
"2014","Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand","312.7"
"2014","Estonia","Females","Total","From 15 to 64 years","Employed persons","Thousand","290.8"
"2014","Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","21.9"
"2014","Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","125.8"
"2014","Estonia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Ireland","Total","Total","From 15 to 64 years","Population","Thousand","3,061.2"
"2014","Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand","2,199.3"
"2014","Ireland","Total","Total","From 15 to 64 years","Employed persons","Thousand","1,932.8"
"2014","Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","266.5"
"2014","Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand","861.8"
"2014","Ireland","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Ireland","Males","Total","From 15 to 64 years","Population","Thousand","1,518.0"
"2014","Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand","1,193.6"
"2014","Ireland","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,037.7"
"2014","Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","155.9"
"2014","Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","324.4"
"2014","Ireland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Ireland","Females","Total","From 15 to 64 years","Population","Thousand","1,543.1"
"2014","Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand","1,005.7"
"2014","Ireland","Females","Total","From 15 to 64 years","Employed persons","Thousand","895.1"
"2014","Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","110.6"
"2014","Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","537.4"
"2014","Ireland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Greece","Total","Total","From 15 to 64 years","Population","Thousand","7,040.4"
"2014","Greece","Total","Total","From 15 to 64 years","Active persons","Thousand","4,747.1"
"2014","Greece","Total","Total","From 15 to 64 years","Employed persons","Thousand","3,479.5"
"2014","Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","1,267.6"
"2014","Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,293.3"
"2014","Greece","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Greece","Males","Total","From 15 to 64 years","Population","Thousand","3,479.8"
"2014","Greece","Males","Total","From 15 to 64 years","Active persons","Thousand","2,646.0"
"2014","Greece","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,016.6"
"2014","Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","629.4"
"2014","Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand","833.8"
"2014","Greece","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Greece","Females","Total","From 15 to 64 years","Population","Thousand","3,560.6"
"2014","Greece","Females","Total","From 15 to 64 years","Active persons","Thousand","2,101.1"
"2014","Greece","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,462.9"
"2014","Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","638.2"
"2014","Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,459.5"
"2014","Greece","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Spain","Total","Total","From 15 to 64 years","Population","Thousand","30,750.1"
"2014","Spain","Total","Total","From 15 to 64 years","Active persons","Thousand","22,813.6"
"2014","Spain","Total","Total","From 15 to 64 years","Employed persons","Thousand","17,210.5"
"2014","Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","5,603.1"
"2014","Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand","7,936.5"
"2014","Spain","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Spain","Males","Total","From 15 to 64 years","Population","Thousand","15,436.1"
"2014","Spain","Males","Total","From 15 to 64 years","Active persons","Thousand","12,276.6"
"2014","Spain","Males","Total","From 15 to 64 years","Employed persons","Thousand","9,363.8"
"2014","Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","2,912.8"
"2014","Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand","3,159.6"
"2014","Spain","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","Spain","Females","Total","From 15 to 64 years","Population","Thousand","15,314.0"
"2014","Spain","Females","Total","From 15 to 64 years","Active persons","Thousand","10,537.1"
"2014","Spain","Females","Total","From 15 to 64 years","Employed persons","Thousand","7,846.8"
"2014","Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","2,690.3"
"2014","Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand","4,776.9"
"2014","Spain","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","France","Total","Total","From 15 to 64 years","Population","Thousand","41,009.9"
"2014","France","Total","Total","From 15 to 64 years","Active persons","Thousand","29,121.1"
"2014","France","Total","Total","From 15 to 64 years","Employed persons","Thousand","26,108.6"
"2014","France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","3,012.5"
"2014","France","Total","Total","From 15 to 64 years","Inactive persons","Thousand","11,888.8"
"2014","France","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","France","Males","Total","From 15 to 64 years","Population","Thousand","20,114.7"
"2014","France","Males","Total","From 15 to 64 years","Active persons","Thousand","15,103.2"
"2014","France","Males","Total","From 15 to 64 years","Employed persons","Thousand","13,501.4"
"2014","France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","1,601.8"
"2014","France","Males","Total","From 15 to 64 years","Inactive persons","Thousand","5,011.5"
"2014","France","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2014","France","Females","Total","From 15 to 64 years","Population","Thousand","20,895.2"
